corner_id,x,y
0,38.28571428571428,117.14285714285708
1,53.14285714285717,65.71428571428564
2,134.17786970010332,145.1209927611168
3,165.14285714285717,103.42857142857142
4,245.86349534643216,202.2047569803516
5,290.85714285714295,152.57142857142853
6,337.693898655636,290.72595656670114
7,403.8779731127197,284.1075491209928
8,279.7828335056877,401.5842812823165
9,279.7828335056877,499.2057911065151
10,191.9172932330828,387.4436090225565
11,185.1503759398496,431.4285714285715
